page_id,document_id,doc_key,batch7_bucket,disposition_code,disposition_label,priority_queue,reocr_priority,citation_eligible,citation_ready_conflict,demote_citation_ready,text_length,recommended_action
20701,1526,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde02-f1,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,P1_OCR_OR_FRAGMENT,2,no,no,no,8,对照影像判断截断/图注；citation 禁止
20705,1527,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde03-f1,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,P1_OCR_OR_FRAGMENT,2,no,no,no,11,对照影像判断截断/图注；citation 禁止
20711,1528,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde04-f1,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,P1_OCR_OR_FRAGMENT,2,no,no,no,10,对照影像判断截断/图注；citation 禁止
20712,1528,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde04-f1,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,P1_OCR_OR_FRAGMENT,2,no,no,no,26,对照影像判断截断/图注；citation 禁止
20713,1528,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde04-f1,Q3_OCR_SUSPECT,D3_ISSUE_HEADER,卷期封面标题行,P1_OCR_OR_FRAGMENT,0,no,no,no,4,保留刊期定位；不作为正文引用
20716,1529,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde05-f1,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,P1_OCR_OR_FRAGMENT,2,no,no,no,12,对照影像判断截断/图注；citation 禁止
20717,1530,domestic-ocr/SAAC:domestic:SAAC:51koukou-p04-dde01-i3,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,P1_OCR_OR_FRAGMENT,2,no,no,no,1,对照影像判断截断/图注；citation 禁止
20720,1531,domestic-ocr/SAAC:domestic:SAAC:51koukou-p04-dde02-i3,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,P1_OCR_OR_FRAGMENT,2,no,no,no,28,对照影像判断截断/图注；citation 禁止
20724,1534,domestic-ocr/SAAC:domestic:SAAC:51koukou-p04-dde05,Q3_OCR_SUSPECT,D3_ISSUE_HEADER,卷期封面标题行,P1_OCR_OR_FRAGMENT,0,no,no,no,1,保留刊期定位；不作为正文引用
20726,1535,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde01-i3,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,P1_OCR_OR_FRAGMENT,2,no,no,no,25,对照影像判断截断/图注；citation 禁止
20727,1535,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde01-i3,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,P1_OCR_OR_FRAGMENT,2,no,no,no,13,对照影像判断截断/图注；citation 禁止
20728,1535,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde01-i3,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,P1_OCR_OR_FRAGMENT,2,no,no,no,13,对照影像判断截断/图注；citation 禁止
20755,1539,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde03-i3,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,P1_OCR_OR_FRAGMENT,2,no,no,no,29,对照影像判断截断/图注；citation 禁止
20756,1539,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde03-i3,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,P1_OCR_OR_FRAGMENT,2,no,no,no,22,对照影像判断截断/图注；citation 禁止
20761,1541,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde05-i3,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,P1_OCR_OR_FRAGMENT,2,no,no,no,3,对照影像判断截断/图注；citation 禁止
20765,1541,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde05-i3,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,P1_OCR_OR_FRAGMENT,2,no,no,no,2,对照影像判断截断/图注；citation 禁止
20778,1546,domestic-ocr/SAAC:domestic:SAAC:51koukou-p06-dde03-f1,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,P1_OCR_OR_FRAGMENT,2,no,no,no,12,对照影像判断截断/图注；citation 禁止
20780,1546,domestic-ocr/SAAC:domestic:SAAC:51koukou-p06-dde03-f1,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,P1_OCR_OR_FRAGMENT,2,no,no,no,19,对照影像判断截断/图注；citation 禁止
20782,1548,domestic-ocr/SAAC:domestic:SAAC:51koukou-p06-dde05-f1,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,P1_OCR_OR_FRAGMENT,2,no,no,no,25,对照影像判断截断/图注；citation 禁止
20787,1550,domestic-ocr/SAAC:domestic:SAAC:51koukou-p06-dde07-f1,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,P1_OCR_OR_FRAGMENT,2,no,no,no,2,对照影像判断截断/图注；citation 禁止
18463,1242,domestic-page/SSID-13679264,Q5_SHORT_REVIEW,D5_AD_OR_CARTOON,广告/漫画/木刻页短文本,P2_SHORT_BODY,0,no,yes,yes,104,非政论正文；citation 默认禁止
18485,1242,domestic-page/SSID-13679264,Q5_SHORT_REVIEW,D5_AD_OR_CARTOON,广告/漫画/木刻页短文本,P2_SHORT_BODY,0,no,yes,yes,115,非政论正文；citation 默认禁止
18535,1242,domestic-page/SSID-13679264,Q5_SHORT_REVIEW,D5_AD_OR_CARTOON,广告/漫画/木刻页短文本,P2_SHORT_BODY,0,no,yes,yes,108,非政论正文；citation 默认禁止
18559,1242,domestic-page/SSID-13679264,Q5_SHORT_REVIEW,D5_AD_OR_CARTOON,广告/漫画/木刻页短文本,P2_SHORT_BODY,0,no,yes,yes,97,非政论正文；citation 默认禁止
18584,1242,domestic-page/SSID-13679264,Q5_SHORT_REVIEW,D5_AD_OR_CARTOON,广告/漫画/木刻页短文本,P2_SHORT_BODY,0,no,yes,yes,88,非政论正文；citation 默认禁止
18605,1242,domestic-page/SSID-13679264,Q5_SHORT_REVIEW,D6_OCR_GARBLED,短文本质量不足（乱码或信息密度低）,P2_SHORT_BODY,2,no,yes,yes,115,重 OCR 或人工复核；citation 禁止
17505,1246,domestic-page/NLC404-00J001436-85454,Q5_SHORT_REVIEW,D5_AD_OR_CARTOON,广告/漫画/木刻页短文本,P2_SHORT_BODY,0,no,yes,yes,106,非政论正文；citation 默认禁止
16778,1285,domestic-page/NLC404-01J000514-10484,Q5_SHORT_REVIEW,D6_OCR_GARBLED,短文本质量不足（乱码或信息密度低）,P2_SHORT_BODY,2,no,yes,yes,116,重 OCR 或人工复核；citation 禁止
16714,1288,domestic-page/NLC404-01J000514-10515,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,101,人工对照影像确认完整性后，方可个案解除 citation 禁令
19474,1290,domestic-page/SRC-088458899f,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,89,人工对照影像确认完整性后，方可个案解除 citation 禁令
19498,1290,domestic-page/SRC-088458899f,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,99,人工对照影像确认完整性后，方可个案解除 citation 禁令
19632,1290,domestic-page/SRC-088458899f,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,108,人工对照影像确认完整性后，方可个案解除 citation 禁令
19636,1290,domestic-page/SRC-088458899f,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,106,人工对照影像确认完整性后，方可个案解除 citation 禁令
19702,1290,domestic-page/SRC-088458899f,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,97,人工对照影像确认完整性后，方可个案解除 citation 禁令
19766,1290,domestic-page/SRC-088458899f,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,102,人工对照影像确认完整性后，方可个案解除 citation 禁令
19887,1290,domestic-page/SRC-088458899f,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,102,人工对照影像确认完整性后，方可个案解除 citation 禁令
19914,1290,domestic-page/SRC-088458899f,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,113,人工对照影像确认完整性后，方可个案解除 citation 禁令
19999,1290,domestic-page/SRC-088458899f,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,97,人工对照影像确认完整性后，方可个案解除 citation 禁令
18726,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,90,人工对照影像确认完整性后，方可个案解除 citation 禁令
18763,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,101,人工对照影像确认完整性后，方可个案解除 citation 禁令
18858,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,96,人工对照影像确认完整性后，方可个案解除 citation 禁令
18862,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,86,人工对照影像确认完整性后，方可个案解除 citation 禁令
18878,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,96,人工对照影像确认完整性后，方可个案解除 citation 禁令
18880,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,106,人工对照影像确认完整性后，方可个案解除 citation 禁令
18891,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,85,人工对照影像确认完整性后，方可个案解除 citation 禁令
18906,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,104,人工对照影像确认完整性后，方可个案解除 citation 禁令
18937,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,97,人工对照影像确认完整性后，方可个案解除 citation 禁令
18947,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,88,人工对照影像确认完整性后，方可个案解除 citation 禁令
18959,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,86,人工对照影像确认完整性后，方可个案解除 citation 禁令
18962,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,116,人工对照影像确认完整性后，方可个案解除 citation 禁令
18963,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,116,人工对照影像确认完整性后，方可个案解除 citation 禁令
18983,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,83,人工对照影像确认完整性后，方可个案解除 citation 禁令
19043,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,106,人工对照影像确认完整性后，方可个案解除 citation 禁令
19078,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,81,人工对照影像确认完整性后，方可个案解除 citation 禁令
19081,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,100,人工对照影像确认完整性后，方可个案解除 citation 禁令
19132,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,100,人工对照影像确认完整性后，方可个案解除 citation 禁令
19203,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,104,人工对照影像确认完整性后，方可个案解除 citation 禁令
19206,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,113,人工对照影像确认完整性后，方可个案解除 citation 禁令
19233,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,96,人工对照影像确认完整性后，方可个案解除 citation 禁令
19258,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,109,人工对照影像确认完整性后，方可个案解除 citation 禁令
19280,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,112,人工对照影像确认完整性后，方可个案解除 citation 禁令
19290,1291,domestic-page/SRC-257bb7be70,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,P2_SHORT_BODY,1,no,yes,yes,107,人工对照影像确认完整性后，方可个案解除 citation 禁令
