page_id,zh_translation,translator_note,translator,status
852,"马尼拉路线。中共提出，在……之后，将接受……任命。国务卿在其声明中寻求……规定，以便……顺利进行。

西方列强正在安抚拉卡伊，这是在一项旨在取缔澳大利亚共产党（Australian Communist Party）的动议引发的辩论中发生的。

反对取缔共产党的奇夫利（Chifley）表示：“这将是徒劳的姿态。”

“必须认识到，战后出现了巨大的动荡和不安，法国、意大利、荷兰、挪威和英国的共产党势力有所抬头，但澳大利亚并非如此。”——路透社。

当事情发生时，“马科斯将军（General Markos），这位以‘民主军’（Democratic Army）名义伪装的反叛共产党武装的领导人，终于明白他长期且不人道的、由莫斯科支持的权力争夺已彻底失败。他的部队溃散，计划破灭，据报道他本人已逃往阿尔巴尼亚边境。”

和平只是名义上的。因为对于不幸的希腊人民来说，和平并未到来。一场由共产党煽动、民族人民解放军（E.L.A.S.）领导的起义爆发了，游击队烧杀抢掠、残暴无度。英国军队当时在希腊，尽管极左翼圈子大声疾呼，他们仍留在那里，秩序得以恢复。

……对于欧洲复兴计划（ERP）的成功至关重要，政治上，因为她是西欧联盟（Western Union）内的另一个大国；文化上，因为没有其他欧洲大国如此接近那一方。尽管她不幸地因派系斗争而分裂，但如果她看到一条明确的希望之路，她或许能迅速恢复健康。她的人民在过去一直展现出巨大的韧性。

很大程度上将取决于……是否能够持续足够长的时间，以有效利用欧洲复兴计划。议会中的共产党人用他们特有的词汇大谈特谈法国被美国奴役。当然，对法国或任何其他国家而言，美国的援助不可能是无条件的。马歇尔提议的核心思想是，援助的给予方式应最能帮助受援国自助和互助。一年多过去了，很难说法国在此期间为帮助自己或他人做出了任何实质性努力。很大程度上还将取决于社会党人的态度。他们不情愿地支持雷诺（Reynaud）法案，虽然他们屈从于“没有”共产党人执政的公式，但他们对于“反对”共产党人执政感到胆怯。然而他们……

当然，还有一个在雅典建立共产党政府的计划。如果该计划成功，苏联或其卫星国（这将是同一回事）将出现在地中海，这对西方列强的交通线意味着一切。

成功是成功之母。随着马科斯开始被击退，不仅他的邻国盟友，而且我们假设也包括他的许多部队，其热烈热情开始冷却。因为他手下许多人纯粹是土匪，还有许多人是在共产党部队占领和洗劫村庄时被强行征召的。

……甚至象征性地接纳少数亚洲人可能是可以接受的。这立即遭到政府拒绝，卡尔韦尔（Calwell）先生和伊瓦特（Evatt）博士都毫不妥协地明确表示，白澳政策（White Australia Policy）将予以保留，无论结果如何。值得注意的是，卡尔韦尔先生将整个局势归咎于共产党的煽动。

……今天在吉隆坡立法议会的一次会议上指出，出售偷窃橡胶的收益正流向中共游击队。

总工会（General Labour Confederation）的共产党人将他们的基本最低生活工资要求从之前的每月12,000法郎提高到每月13,500法郎（约合15英镑）。目前的基本最低工资是10,500法郎。

由于第戎（Dijon）的铁路罢工，来自南方的列车今天晚点抵达巴黎里昂车站。约1,000名铁路工人，包括列车乘务员和车站工作人员，分属三个工会——共产党、非共产党和天主教工会——于昨天晚些时候在第戎罢工。

总理的声明称政府不会被共产党吓倒，并且“对宪法的威胁将遭到最严厉措施的迎头痛击并将其摧毁”，此言赢得了欢呼。

今天，中外官方观察人士都在试图拼凑共产党内部正在发生的情况的谜题碎片。

【校订说明】本页为整版港报 OCR，混栏严重；正文混入与主题无关的国际新闻片段（澳大利亚（取缔共产党动议、白澳政策）、希腊内战（马科斯、民主军）、法国（欧洲复兴计划、总工会罢工）、马来亚（吉隆坡）等），仅摘译民盟/国共/政协相关内容。",hathitrust 整版 OCR 混排页标注,cloud-model-revision-v1,machine-annotated
855,"**停火令已由蒋介石委员长与中共毛泽东主席根据委员会达成的协议发布。**

**希腊组建联合政府**

会议——即政治协商会议——的主要任务将是试图调和两大主要政党——中国国民党与中国共产党——之间的分歧，并解决其他重大的国家问题。

蒋介石委员长将于晚间发表讲话。会议时间为上午十时至中午，下午无会议，会议将于明日正式开始工作。

蒋介石将担任会议的无投票权主席。会议共有38名代表，其中包括：国民党代表八名，共产党代表七名，青年党代表五名，中国民主同盟代表九名，以及无党派社会贤达九名。

立法院院长孙科博士将在委员长缺席时主持会议。——美联社

七名中共代表为：中共在重庆的代表、政协代表周恩来；中共代表董必武，政协代表；王若飞，中共代表；叶剑英，中共军队参谋长；吴玉章，政协代表、延安战争罪行调查委员会主席；陆定一，中共宣传部部长；以及邓颖超，中共候补中央执行委员。

两名中国民主同盟代表为：民盟主席张澜，以及罗隆基，国立西南联合大学教授。

张君劢与张东荪，均为国民参政会参政员，代表中国国家社会党；沈钧儒，国民参政会参政员，与张申府，前国民参政会参政员，代表全国各界救国联合会出席。

黄炎培，国民参政会参政员，是中华职业教育社的唯一代表；章伯钧，国民参政会参政员，代表第三党；梁漱溟，国民参政会参政员，代表乡村建设研究院。

【校订说明】本页为整版港报 OCR，混栏严重；正文混入与主题无关的国际新闻片段（希腊组建联合政府（标题片段）等），仅摘译民盟/国共/政协相关内容。",hathitrust 整版 OCR 混排页标注,cloud-model-revision-v1,machine-annotated
856,"国民党与中共条件差距过大

第三方面调解人认为，目前国民政府与中共的条件差距过大，担心在此基础上的谈判将毫无希望且旷日持久。第三方面成员在赴南京前拟定了四项原则，要求：（1）下达停火令；（2）各战线就地停止敌对行动；（3）由政治协商会议成员组成停战小组，监督并安排停火；（4）政府改组问题原则上解决后，所有党派共同参与。

与此同时，国民党军队解除了中共对保定以南60英里辛洛的围困，被围困在河南的国民党守军则发起反击，向中共部队进攻。苏北中部地区的战斗仍在激烈进行，国民党显然试图在恢复和谈前夺取更多中共根据地。最新消息称，国民党攻占了东台以南13英里的富安，另一路国民党军队则从中共手中夺回据点。据今晚抵达此间的消息称，郑州西北80英里处，进攻登封的中共部队已被击退，损失惨重，正朝山区方向撤退。国民党军队继续向西北推进，占领了承德东北170公里的赤峰。昨晚有消息称，国民党部队已进占承德东北50公里的福山。今晚收到的军事情报显示，国民政府已从中共手中收复了阜城和兴和，两地分别位于正定以南65英里和60英里处。

柏林，10月21日（合众社）——随着柏林反共报纸表达满意，而共产党报纸保持沉默，独立社会民主党在柏林战后首次选举中获胜的新细节今日披露。最新计票结果显示，独立社会民主党在柏林全部20个区均领先，并在七个区获得绝对多数。

【校订说明】本页为整版港报 OCR，混栏严重；正文混入与主题无关的国际新闻片段（柏林（独立社会民主党战后首次选举）等），仅摘译民盟/国共/政协相关内容。",hathitrust 整版 OCR 混排页标注,cloud-model-revision-v1,machine-annotated
858,"国民党中央执行委员会即将开幕。约300名国民党高层人士将出席本次会议，据估计，已有逾百人抵达首都等待开幕日期。各委员会正就党务、政治、宪法及经济事务方面的提案进行分类整理，目前筹备工作已接近完成。——路透社

在二月份被捕的17,000名抢劫者中，包括一名前将军及其他前高级军官、一名检察官、一位知名女演员及一名神职人员。致共产党报纸《人民报》的读者来信甚至指控警方参与抢劫。

【校订说明】本页为整版港报 OCR，混栏严重；正文混入与主题无关的国际新闻片段（社会新闻（二月被捕的抢劫者、前将军、女演员、神职人员等）及《人民报》读者来信等无关片段），仅摘译民盟/国共/政协相关内容。",hathitrust 整版 OCR 混排页标注,cloud-model-revision-v1,machine-annotated
859,"**傅作义部精锐迂回包抄共军，共军已撤离延安**

傅作义将军的精锐部队正迂回至共军后方。共军已从延安撤退，此举系一项宏大战略部署的一部分，旨在围困并分割共军。

与此同时，据报驻守宁夏省的政府军正奉命向东南方向移动，以肃清宁夏、甘肃、陕西三省交界地区的共军武装。——合众社

**“以政治方式解决共党问题”**

基于和平建设原则的统一外交政策，以及解决共党问题，是该项计划的两大要点。

该计划由国民党、中国民主同盟及社会民主党等党派，在昨日下午长达四小时的闭门会议上提出。

二、共党问题将在交通恢复、共党……后，以政治方式解决。

今日国民党大会上，政府的经济政策受到猛烈抨击。

共产党机关报《……》称，那个神秘的“瓦莱里奥”……墨索里尼是一名共产党员，瓦尔特·奥迪西奥……

随附的一篇社论谴责了“极右翼”在过去十天内对共产党的报纸攻击，称其应对墨索里尼据称价值200亿里拉的黄金宝藏被盗一事负责。社论称，右翼的攻击旨在“在公众舆论中诋毁和抹黑意大利抵抗力量及其最英勇的先锋——共产党卫队”。

该共产党机关报称，英国对锡兰的军事和政治控制将成为锡兰共产党纲领的主要诉求之一。

共产党的其他要求包括归还亭可马里港及岛上的英国皇家空军基地，并没收英国在锡兰的财产。——路透社

……在战争中遭到破坏。国民党中央执行委员会……昨日抵达吉雄……

……共产党及各种小型共产党卫星团体投弃权票。

【校订说明】本页为整版港报 OCR，混栏严重；正文混入与主题无关的国际新闻片段（意大利（墨索里尼黄金宝藏、共产党机关报）、锡兰（亭可马里港）等），仅摘译民盟/国共/政协相关内容。",hathitrust 整版 OCR 混排页标注,cloud-model-revision-v1,machine-annotated
861,"**政府行动挫败中共“精心策划的危险阴谋”**

南京，6月3日（中央社电）——国民政府新闻局局长董显光博士今日宣称，当局于6月2日采取果断行动，挫败了中共一个“精心策划的危险阴谋”。

董显光指出：“第三，地方当局迅速采取行动，清除了中共特务及其知情或不知情的合作者。”

英国自由党议会领袖克莱门特·戴维斯先生表示，时间所剩无几，应尽快采取相应措施。

其他中国方面的报道承认，中共以五个师的兵力进攻上述城市，当地局势已“岌岌可危”。

与此同时，据称随着中共军队逼近，沈阳已宣布戒严。

**罢工威胁蔓延**

巴黎，6月3日电——法国总理保罗·拉马迪埃今日指责法国共产党通过煽动一系列不断扩大的工人罢工，向政府发动工业战争。

拉马迪埃先生在国民议会发表慷慨激昂的演讲时质问道，如果共产党处于执政地位，他们绝不会容忍此类罢工。他向议会中的共产党议员发问：“当一场罢工打击国家物质生活条件时，谁从中获利？”

他说：“一个令人严重不安的主要因素是极端……要么他们想要政治灾难，至于他们对此赋予何等重要性，我不得而知。如果你们共产党掌权，你们也不会容忍这些罢工。到处都有一种对国家权威的冲击。”

**蒋介石向共产党发出挑战：维护帝国与和平**

这些罢工正在减缓火车运行，威胁巴黎的汽油和面包供应，并导致工人高唱《国际歌》举行示威。

**东北战况**

新编第一军已组建若干机动纵队，用于肃清长春与松花江之间的中共部队。该区域与长春铁路平行，位于长春以西约40英里处。

**广州搜捕**

中央社今日发自广州的电讯称，当局在国立中山大学及数家报社（包括……）搜捕了涉嫌的中共特务。现场查获了宣传品以及显示与印度共产党有关联的文件。

**美国参议员警告**

（一位美国参议员表示）如果我们拒绝批准（条约），我们将使意大利任由共产主义宣传摆布，这种宣传可以轻易撕毁任何关于美国民主诚信的进一步概念。

【校订说明】本页为整版港报 OCR，混栏严重；正文混入与主题无关的国际新闻片段（法国罢工（拉马迪埃）、英国自由党、美国参议员、印度共产党等），仅摘译民盟/国共/政协相关内容。",hathitrust 整版 OCR 混排页标注,cloud-model-revision-v1,machine-annotated
862,"**（本报特派记者）北平，6月18日电**

冀东地区已持续一周的共军攻势，在国民党军有效反制措施面前正显颓势。国民党军的反击已击溃共军在大沽以南登陆的部队——大沽是天津的海上门户，美国海军陆战队正由此登船返国——双方正与共军展开激战。

唐县位于天津以南80英里，是共军此次以冀中为基地发动的攻势中，所攻击并占领的最远点。

蒋介石委员长北平行辕参谋长王鸿韶将军今日表示，此次共军行动——与共军在满洲的攻势同步——旨在扩大其控制区域，以便与从鲁北撤退的共军部队会合。

王将军指出，参与此次攻势的共军兵力……王将军补充说，目前仅在北平郊区活动的系共军地方部队，其活动范围有限。他认为，共军试图在满洲与华北之间建立走廊的计划注定失败。

**局势紧张**

（本报特派记者）北平，6月18日电

北平与天津地区的局势依然紧张，共军处处发动攻势。两城间铁路交通在完全中断四日后，列车虽已恢复运行，但运行极不稳定。

**（本报特派记者）南京，6月17日电**

1948年的民主前景，今日因亨利·A·华莱士呼吁发起第三党抗议运动以反对杜鲁门总统的外交政策而蒙上浓重阴影。

华莱士表示：“倘若两党执意推行当前这种导向战争与萧条的灾难性政策，那么即便在1948年大选中毫无胜算，也必将出现一个新的第三党。”

这一第三党运动的首要步骤，将是华莱士的支持者退出明年的民主党全国代表大会。退出的时机将选在大会试图通过支持政府外交政策的党纲之际，以便为第三党运动服务。

此前，华莱士曾对一个全国青年团体表示，各州的法律旨在阻止第三党问鼎总统宝座。但他表示不会因此气馁。

亨利·华莱士先生已同意在“联合反法西斯难民委员会”——一个被指为共产党外围组织的团体——的16名成员藐视国会案的审判中，为被告方作证。

该决议得到了所有党派代表以及边疆地区代表的支持。共产党议员德钦丹佩在支持该决议时表示，反法西斯自由同盟及其他政党最好“同时着手以不同方式为自由斗争做准备”，因为他怀疑英国移交权力的承诺是否真诚。

【校订说明】本页为整版港报 OCR，混栏严重；正文混入与主题无关的国际新闻片段（美国（华莱士第三党运动、藐视国会案）、缅甸（德钦丹佩）等），仅摘译民盟/国共/政协相关内容。",hathitrust 整版 OCR 混排页标注,cloud-model-revision-v1,machine-annotated
863,"与此同时，中共方面威胁了位于北平至沈阳铁路线上的锦州，并呼吁在中国建立一个联合政府。

出生于广西边境、西江沿岸的梧州，李宗仁元帅曾是蒋介石委员长在1926-27年北伐期间的关键人物，旨在铲除军阀、统一中国。自1920年以来，他与蒋介石及国民党主导的国民政府的关系逐渐恶化。在香港，他曾多次发表声明，谴责中国国民政府，并呼吁外国势力不要予以援助。

尽管有要求将其开除出国民党的呼声，但李宗仁元帅向《德臣西报》表示，他仍是该党成员。他补充说，他并非中国民主同盟成员。

李宗仁元帅曾在1926-27年率领由张发奎、陈铭枢和蔡廷锴将军指挥的武装师团，与蒋介石一同对抗中共，原因是当时共产国际代表鲍罗廷的纲领对中国而言“过于激进”。他表示，他现在确信中共当前的政策符合孙中山先生的三民主义。

李宗仁元帅称，他不相信中共会主导任何联合政府。

“事实上，”他补充道，“他们将会被削弱。正是中央政府当前的政策将人民推向中共。在目前情况下，人民会倒向任何反对国民党控制的国民政府的政党。”

他继续说道：“中央政府越是坚持其现行政策，就会有越多的人站到反对政府的一边。中央政府通过延长内战，恰恰是在为中共提供便利。”

有猜测认为，美国可能会将中共在匈牙利夺取政权以及中共在保加利亚的行动引入辩论。在苏联和波兰持异议、法国弃权的情况下，巴尔干委员会已认定南斯拉夫应对支持希腊游击战负主要责任，并认为阿尔巴尼亚和保加利亚负有次要责任。

前来与贝奈斯总统及中共领导人会商的拉科西指控称，前总理纳吉已前往瑞士，与匈牙利法西斯分子以及“美国及其他反动派”密谋，但“就像那只出去偷羊毛的羊一样，结果自己被剪了毛”。

蒋介石委员长东北行辕主任熊式辉将军对中央社表示：“密切观察表明，中共正从外国来源获得援助。”他补充说，他完全支持孙科博士的论断，即中国不会容忍其在满洲的权利受到任何侵犯。

该通讯社称，满洲人民证实了苏联从满洲拆运工业设备、援助中共、阻挠接收大连和旅顺，以及“苏联最近曾协助派遣朝鲜军队到中共一方作战”等事实。

董显光博士声称，中共在进攻四平街时遭受了3万人的伤亡。但他承认，国民党军在保卫该城时也损失惨重。——路透社

铁托的南斯拉夫联邦还可能包括霍查的阿尔巴尼亚，或许还有罗马尼亚，尽管这两个国家的人口虽然混有大量斯拉夫血统，但并不认为自己是斯拉夫人。这样一个联邦将包含超过4000万人口，甚至可能达到5090万。鉴于其人口由吃苦耐劳的农民组成，这将构成一支强大的军事力量。有了这样一支由苏联训练和装备的军队，铁托或许敢于挑战西方列强，而德加斯佩里的政权在意大利将为之颤抖，那里的中共及其结盟的社会党人已在准备对其资产阶级政府发动全面斗争。

【校订说明】本页为整版港报 OCR，混栏严重；正文混入与主题无关的国际新闻片段（匈牙利（拉科西、纳吉）、南斯拉夫铁托联邦、阿尔巴尼亚、意大利（德加斯佩里）、巴尔干委员会等），仅摘译民盟/国共/政协相关内容。",hathitrust 整版 OCR 混排页标注,cloud-model-revision-v1,machine-annotated
865,"**“第三方面”运动**
**阵营中的不安**

**“第三方面”的出现**

目前，美国国内的高就业率、高昂的农产品价格以及民众“遏制共产主义”的普遍愿望，已阻碍了任何潜在的“第三方面”运动。而在早先“第三方面”运动曾获得力量的三个领域，情况则相反。如果1948年出现失业率上升、农产品价格暴跌，以及当前强烈的反俄情绪有所缓和，那么美国党派政治中可能会出现新的转向。

在美国历史上，“第三方面”运动通常短暂且无效。它们源于特定的需求或“动力”，例如货币改革、农业危机或禁酒。一个显著的例外是共和党，它于1854年至1856年间因反奴隶制斗争而兴起，并在1860年凭借亚伯拉罕·林肯赢得了其首次全国大选。

在20世纪，曾出现过几次“第三方面”的努力，其中最重要的当属西奥多·罗斯福和进步党在1912年竞选中的尝试，以及罗伯特·A·拉福莱特在1924年以一份自由派“进步”纲领所领导的运动。

1924年，参议员罗伯特·A·拉福莱特，一位极具声望的政治家，在总统竞选中领导了一个“进步党”，对抗共和党胜利者卡尔文·柯立芝和保守派民主党人约翰·W·戴维斯。这个“第三方面”酝酿了多年；得到了许多工会的支持，包括铁路兄弟会，并在参众两院均有其成员。

然而，进步党仅获得了17%的普选票，即不到500万张，在选举人票中仅赢得了拉福莱特家乡威斯康星州的13票。此后，拉福莱特放弃了组织一个永久性“第三方面”的进一步努力。

（此处为报纸版面中无关的广告、栏目标识等噪声内容，已忽略）

尼赫鲁先生在离开前对记者说……“任何其他自尊的国家都会对巴西的决议作出反应，就像埃及所做的那样。”……“如果安理会将自己局限于……”他继续说道，“……呼吁……”……殖民议会。大会的三分之二多数是唯一保留在财政法案上的条款……瑞典。蒙什先生说，英国商人旅行者每天可花费的金额从10英镑减少到8英镑，意味着行程缩短。他补充说，这不会……王敦，并被用舢板和火车送回上海。

这名下士的坟墓位于一个俯瞰绿色稻田的缓坡上。它由一个平坦的小纪念碑标记，上面刻着……

【校订说明】本页为整版港报 OCR，混栏严重；正文混入与主题无关的国际新闻片段（美国「第三方面」运动史（西奥多·罗斯福、拉福莱特）、尼赫鲁联合国决议、瑞典等），仅摘译民盟/国共/政协相关内容。",hathitrust 整版 OCR 混排页标注,cloud-model-revision-v1,machine-annotated
869,"根据抵达此间的独立电讯报道，由彭德怀将军率领的共产党军队今日正开进延安。此前，国民政府已从这座位于陕北的前“红色首都”实施“战略性”撤退。

此间尚未获得关于此事的进一步细节。

一位发言人表示：“我们将在共产党控制区及内战地区继续开展工作。”

亲政府的电讯报道称，延安驻军的大部分正向南推进，前往六十英里外的洛川。该城在过去十一天里一直处于共产党的围困之下。

与此同时，据报在山西北部，政府军即将失去另一处据点，此前共产党在山东东北部取得了成功。

在山东东北部，共产党军队放弃了对潍县的长期围困后，今日该城周边一切平静。

巴拉圭内政部长于4月19日宣布，一起共产党企图推翻巴拉圭政府的阴谋已被挫败，领导人被捕，武器和宣传品被查获。

在当时的舆论氛围下，这是一项艰巨的任务。不仅共产党，社会党人也投票反对该措施。当莱昂·勃鲁姆先生说道：“法国的工人将奋起抵抗希特勒的侵略”时，[法国共产党领袖]多列士在他那亲苏派系的掌声中回应道：“我们不会容忍工人阶级被拖入一场所谓的为保卫民主而反对法西斯主义的战争。”

为了在五年内面对侵略时实现互助，为了在法国政治领域取得切实成果，赖伐尔先生随后前往莫斯科进行了为期三天的访问，并在那里受到了斯大林的欢迎。

双方进行了长时间的讨论，其中一段此前未曾公布的片段或许值得记录。斯大林和莫洛托夫自然最急于了解法国在西线的军队实力：有多少个师？服役期多长？

在探讨完这一领域后，赖伐尔问道：“你们能不能做点什么来鼓励俄罗斯的宗教和天主教徒？这对我争取教廷的帮助会很大。”

“哦！”斯大林说道，“教皇？他有多少个师？”

赖伐尔的回答并未向我报告；但他肯定提到了某些不常在阅兵式上出现的军团数量。

赖伐尔从未打算让法国承担苏联惯于要求的任何具体义务。尽管如此，他还是在5月13日从斯大林那里获得了一份公开声明，赞同法国为维持其武装力量达到安全水平而执行的国防政策。

根据这些指示，法国共产党立即转变立场，并大声疾呼表示支持。

在周末选举中以明显多数优势击败了共产党领导的人民阵线后，意大利总理阿尔契德·德·加斯佩里先生今晚表示，他将寻求建立一个更强大的右翼政府。

共产党人曾将其希望寄托于……“今天我们可以冷静地庆祝……”

罗马，11月7日电
反共产党的社会党人今晚在意大利宣布，在周末选举后，他们已联合起来，成为一支“有效的第三力量”。来自社会党统一总部——该党在选举后成为第三大党——的一份公报称，由朱塞佩·萨拉加特先生和伊万·马泰奥·隆巴尔多先生领导的、为选举而联合起来的力量的温和社会党人，已达成协议，将在尽可能早的时刻，在最广泛的条件下实现完全统一，以满足当前形势的需要。

【校订说明】本页为整版港报 OCR，混栏严重；正文混入与主题无关的国际新闻片段（巴拉圭（共产党政变阴谋）、法国（勃鲁姆、多列士、赖伐尔访苏）、意大利选举（德·加斯佩里、萨拉加特）等），仅摘译民盟/国共/政协相关内容。",hathitrust 整版 OCR 混排页标注,cloud-model-revision-v1,machine-annotated
871,"**读者们，记忆短暂。**
希望这次，如果预言——如果罗隆基失败——作者可能会被贴上“共产党特务”的标签。——合众社

在河南，中共部队已撤离太康县和扶沟县，这两个县城分别位于开封西南约70英里处，并已越过省界进入鲁西。与此同时，强大的国民党纵队正加快向豫东与皖北交界处的商丘附近推进。

与共产党情报局的口水战仍在继续，今日已明确，铁托总理及其助手们永远不可能再被接纳回东欧的共产党圈子。

两天前，南斯拉夫向罗马尼亚递交了一份正式照会，指控这个共产党情报局成员国分裂世界共产党阵线，通过将南斯拉夫从其战略要地中排挤出阵线，并发动一场堪比“最恶毒的帝国主义反动派”的宣传运动，从而削弱了整个共产主义事业。

原因仍未透露，但他们永远不会再被接纳回他们的共产党圈子。

在国内，他们停止了党内清洗。

共产党现在绝不可能采取亲共产党情报局的立场而不被视为叛徒，因为苏联政府领导人已被要求清算。他们要求南斯拉夫政府高层领导人被清算。——美联社

他承认，韩国军队无法单独对抗北韩共产党傀儡政府在苏联监督下，能从中国和满洲（注：即中国东北）调集的部队，那里有至少一个师的朝鲜共产党兵力。——合众社

（众议院非美活动）委员会今日呼吁立法，禁止所有共产党员在政府机构任职。

该委员会在其关于当前共产党间谍案听证会的报告中，还呼吁制定法律，以：

第一，减少可进入美国的境外共产党员人数。

第四，开除任何拒绝就是否为共产党员作证的委员会官员，并禁止任何拒绝回答类似问题的政府雇员在政府机构任职。

该报告声称，毛泽东、中共军队总司令朱德将军、以及洛阳前线指挥官陈赓将军，于本月初举行了一次会议，研究了将洛阳设为“民主联合政府”所在地的可行性。

该报告声称，他们计划将冯玉祥将军、李济深以及中国民主同盟成员纳入这样一个政府，以致力于推翻国民党政权。

如果共产党决定在洛阳建立政府，冯玉祥、李济深以及其他香港的左派和异见人士将……

……这些人并非不爱他们的国家，以至于我们忘记了，正是这些难民中的每一个人，在几天前还……继续坚守他们的村庄，冒着生命危险……一个拥有……的次大陆，能够派遣一个旅的部队去“扫荡”手无寸铁的……

【校订说明】本页为整版港报 OCR，混栏严重；正文混入与主题无关的国际新闻片段（共产党情报局（铁托、南斯拉夫-罗马尼亚照会）、韩国与朝鲜军队、美国国会非美活动委员会报告等），仅摘译民盟/国共/政协相关内容。",hathitrust 整版 OCR 混排页标注,cloud-model-revision-v1,machine-annotated
874,"**共产党案——12名被告。谁在操控‘美国’？报道称：7万名共产党员将于明日（周一）上午在此地游行。**

有史以来规模最大的警力部署已奉命出动，以应对大都会地区的一场审判——402名警察及警官将于上午8时在联邦大楼警戒，并在审判期间每日执勤。警察总监奥古斯特自信地下达命令，调派大批警力以防止任何“示威”活动。这包括一支摩托车队、应急小队、骑警、女警、侦探及巡逻车队。此外，联邦调查局和特勤局的特工预计也将在审判期间被派往法院区域。

共产党领导人于去年7月因“暴力推翻政府”等指控被捕。

**蒋介石官邸晚宴**

在蒋介石官邸的晚宴上，话题转向了共产党的最终条件。蒋介石表达了悲观情绪。

两位卫星政党领袖——中国民主社会党的张君劢和中国青年党的左舜生——发言了。他们坚持认为，某种形式的答复是必要的，这被视为占主导地位的国民党在极度困境中寻求帮助。

**华北和平促进会**

与此同时，在加强城墙内外防御的同时，据报道，各公共团体已自行组织成“华北人民和平促进会”，并邀请知名社会领袖及自由派人士，包括被取缔的中国民主同盟成员及各大院校校长，组成一个委员会，向共产党当局请求在华北立即停火。

**美国共产党一号人物**

美国共产党的头号人物——年迈衰弱的威廉·Z·福斯特——很可能不会出席这场史无前例的审判。医学检查显示，他的生命可能因审判的紧张和兴奋而受到威胁。现年67岁的福斯特曾三次作为共产党总统候选人，目前因心脏病病情严重。

即使被判有罪，12名全国委员会成员中的三人可能不会服满刑期，因为他们此前曾因类似指控被捕。他们目前正在保释中，等待听证。

**左翼律师哈里·萨赫尔**

左翼律师哈里·萨赫尔，曾担任多个工会的总法律顾问，年收入超过5万美元，直到其中四个工会因其政治倾向而将他解雇。萨赫尔在劳工界活跃了18年，最近被其主要对手——产联国际运输工人工会主席迈克尔·奎尔——斥为“高台上的粉红色分子”。奎尔上个月解除了他作为该工会法律顾问的职务。

辩护方无疑将主张，福斯特的出席对于公平审判是绝对必要的，陪审团是一个“顶层小组”，排除了黑人、犹太人和工人，而当前公众对共产党的“歇斯底里”情绪使得公正审判“不可能”。——合众社

该报对撤离印度受害者的行动表示同情。——路透社

**共产党于周六获得面粉和小麦供应**

这可能意味着在共产党威胁下的北平，粮食配给制的崩溃，除非能迅速组织起陆路供应系统，美国经济合作署中国项目主任哈兰·克利夫兰先生表示。

停止供应的决定是在天津实际陷落之前做出的，但经济合作署的一贯政策是停止向落入共产党之手的地区供应物资。

共产党于12月14日进入塘沽港区。防守的国民党军队征用了所有可用的驳船，导致没有船只可用于卸粮。

**纽约，1月16日——** 据《纽约时报》驻华盛顿记者詹姆斯·赖斯顿报道，前捷克外交部秘书长阿诺斯特·海德里希博士认为，共产党的活动“并不表明苏联目前正准备对西方发动侵略战争”。海德里希于去年11月抵达华盛顿，带来了关于欧洲共产党活动的详细报告。

【校订说明】本页为整版港报 OCR，混栏严重；正文混入与主题无关的国际新闻片段（美国共产党案审判（福斯特、萨赫尔）、捷克斯洛伐克（海德里希欧洲共产党活动报告）等），仅摘译民盟/国共/政协相关内容。",hathitrust 整版 OCR 混排页标注,cloud-model-revision-v1,machine-annotated
